ФПУ;Код 1С;Издательство;Класс;УМК;Авторы;Наименование;Цена;НДС;
1.1.1.1.11.1;DRF000000000421699;Дрофа;1;УМК Рамзаевой. Русский язык (1-4);Рамзаева Т. Г.;Русский язык. 1 класс;75;0,18;Русский язык. 1 класс (Лицензия 1 год)
1.1.1.1.11.2;DRF000000000421700;Дрофа;2;УМК Рамзаевой. Русский язык (1-4);Рамзаева Т. Г.;Русский язык. 2 класс. Часть 1;75;0,18;Русский язык. 2 класс. Часть 1 (Лицензия 1 год)
99.99.99.99.99.99;DRF000000000421883;Дрофа;2;УМК Рамзаевой. Русский язык (1-4);Рамзаева Т. Г.;Русский язык. 2 класс. Часть 2;75;0,18;Русский язык. 2 класс. Часть 2 (Лицензия 1 год)
1.1.1.1.11.3;DRF000000000421701;Дрофа;3;УМК Рамзаевой. Русский язык (1-4);Рамзаева Т. Г.;Русский язык. 3 класс. Часть 1;75;0,18;Русский язык. 3 класс. Часть 1 (Лицензия 1 год)
99.99.99.99.99.99;DRF000000000421885;Дрофа;3;УМК Рамзаевой. Русский язык (1-4);Рамзаева Т. Г.;Русский язык. 3 класс. Часть 2;75;0,18;Русский язык. 3 класс. Часть 2 (Лицензия 1 год)
1.1.1.1.11.4;DRF000000000421702;Дрофа;4;УМК Рамзаевой. Русский язык (1-4);Рамзаева Т. Г.;Русский язык. 4 класс. Часть 1;75;0,18;Русский язык. 4 класс. Часть 1 (Лицензия 1 год)
99.99.99.99.99.99;DRF000000000421886;Дрофа;4;УМК Рамзаевой. Русский язык (1-4);Рамзаева Т. Г.;Русский язык. 4 класс. Часть 2;75;0,18;Русский язык. 4 класс. Часть 2 (Лицензия 1 год)
1.1.1.2.8.1;DRF000000000421721;Дрофа;1;УМК Рамзаевой. Русский язык (1-4);Тимченко Л. И., Корепова К. Е., Грехнёва Г. М.;Азбука. 1 класс. Часть 1;75;0,18;Азбука. 1 класс. Часть 1 (Лицензия 1 год)
99.99.99.99.99.99;DRF000000000421794;Дрофа;1;УМК Рамзаевой. Русский язык (1-4);Тимченко Л. И., Корепова К. Е., Грехнёва Г. М.;Азбука. 1 класс. Часть 2;75;0,18;Азбука. 1 класс. Часть 2 (Лицензия 1 год)
1.1.1.2.8.2;DRF000000000421722;Дрофа;1;УМК Грехневой. Литературное чтение (1-4);Грехнёва Г. М., Корепова К. Е.;Литературное чтение. 1 класс. Часть 1;75;0,18;Литературное чтение. 1 класс. Часть 1 (Лицензия 1 год)
99.99.99.99.99.99;DRF000000000421795;Дрофа;1;УМК Грехневой. Литературное чтение (1-4);Грехнёва Г. М., Корепова К. Е.;Литературное чтение. 1 класс. Часть 2;75;0,18;Литературное чтение. 1 класс. Часть 2 (Лицензия 1 год)
1.1.1.2.8.3;DRF000000000421723;Дрофа;2;УМК Грехневой. Литературное чтение (1-4);Грехнёва Г. М., Корепова К. Е.;Литературное чтение. 2 класс. Часть 1;75;0,18;Литературное чтение. 2 класс. Часть 1 (Лицензия 1 год)
99.99.99.99.99.99;DRF000000000421796;Дрофа;2;УМК Грехневой. Литературное чтение (1-4);Грехнёва Г. М., Корепова К. Е.;Литературное чтение. 2 класс. Часть 2;75;0,18;Литературное чтение. 2 класс. Часть 2 (Лицензия 1 год)
1.1.1.2.8.4;DRF000000000421724;Дрофа;3;УМК Грехневой. Литературное чтение (1-4);Грехнёва Г. М., Корепова К. Е.;Литературное чтение. 3 класс. Часть 1;75;0,18;Литературное чтение. 3 класс. Часть 1 (Лицензия 1 год)
99.99.99.99.99.99;DRF000000000421809;Дрофа;3;УМК Грехневой. Литературное чтение (1-4);Грехнёва Г. М., Корепова К. Е.;Литературное чтение. 3 класс. Часть 2;75;0,18;Литературное чтение. 3 класс. Часть 2 (Лицензия 1 год)
1.1.1.2.8.5;DRF000000000421732;Дрофа;4;УМК Грехневой. Литературное чтение (1-4);Грехнёва Г. М., Корепова К. Е.;Литературное чтение. 4 класс. Часть 1;75;0,18;Литературное чтение. 4 класс. Часть 1 (Лицензия 1 год)
99.99.99.99.99.99;DRF000000000421811;Дрофа;4;УМК Грехневой. Литературное чтение (1-4);Грехнёва Г. М., Корепова К. Е.;Литературное чтение. 4 класс. Часть 2;75;0,18;Литературное чтение. 4 класс. Часть 2 (Лицензия 1 год)
99.99.99.99.99.99;DRF000000000421824;Дрофа;4;УМК Грехневой. Литературное чтение (1-4);Грехнёва Г. М., Корепова К. Е.;Литературное чтение. 4 класс. Часть 3;75;0,18;Литературное чтение. 4 класс. Часть 3 (Лицензия 1 год)
1.1.1.3.1.1;DRF000000000421642;Дрофа;2;"УМК Афанасьевой-Михеевой. ""Rainbow English"" (2-4)";Афанасьева О. В., Михеева И. В.;Английский язык. Rainbow English. 2 класс. Часть 1;75;0,18;Английский язык. Rainbow English. 2 класс. Часть 1 (Лицензия 1 год)
99.99.99.99.99.99;DRF000000000421862;Дрофа;2;"УМК Афанасьевой-Михеевой. ""Rainbow English"" (2-4)";Афанасьева О. В., Михеева И. В.;Английский язык. Rainbow English. 2 класс. Часть 2;75;0,18;Английский язык. Rainbow English. 2 класс. Часть 2 (Лицензия 1 год)
1.1.1.3.1.2;DRF000000000421643;Дрофа;3;"УМК Афанасьевой-Михеевой. ""Rainbow English"" (2-4)";Михеева И. В., Афанасьева О. В.;Английский язык. Rainbow English. 3 класс. Часть 1;75;0,18;Английский язык. Rainbow English. 3 класс. Часть 1 (Лицензия 1 год)
99.99.99.99.99.99;DRF000000000421863;Дрофа;3;"УМК Афанасьевой-Михеевой. ""Rainbow English"" (2-4)";Афанасьева О. В., Михеева И. В.;Английский язык. Rainbow English. 3 класс. Часть 2;75;0,18;Английский язык. Rainbow English. 3 класс. Часть 2 (Лицензия 1 год)
1.1.1.3.1.3;DRF000000000421644;Дрофа;4;"УМК Афанасьевой-Михеевой. ""Rainbow English"" (2-4)";Афанасьева О. В., Михеева И. В.;Английский язык. Rainbow English. 4 класс. Часть 1;75;0,18;Английский язык. Rainbow English. 4 класс. Часть 1 (Лицензия 1 год)
99.99.99.99.99.99;DRF000000000421864;Дрофа;4;"УМК Афанасьевой-Михеевой. ""Rainbow English"" (2-4)";Афанасьева О. В., Михеева И. В.;Английский язык. Rainbow English. 4 класс. Часть 2;75;0,18;Английский язык. Rainbow English. 4 класс. Часть 2 (Лицензия 1 год)
1.1.1.3.10.1;DRF000000000421654;Дрофа;2;"УМК Гальсковой. ""Deutsch"" (2-4)";Гальскова Н. Д., Гез Н. И.;Немецкий язык. 2 класс;75;0,18;Немецкий язык. 2 класс (Лицензия 1 год)
1.1.1.3.10.2;DRF000000000421656;Дрофа;3;"УМК Гальсковой. ""Deutsch"" (2-4)";Гальскова Н. Д., Гез Н. И.;Немецкий язык. 3 класс;75;0,18;Немецкий язык. 3 класс (Лицензия 1 год)
1.1.1.3.10.3;DRF000000000421657;Дрофа;4;"УМК Гальсковой. ""Deutsch"" (2-4)";Гальскова Н. Д., Гез Н. И.;Немецкий язык. 4 класс;75;0,18;Немецкий язык. 4 класс (Лицензия 1 год)
1.1.2.1.9.1;DRF000000000421703;Дрофа;1;УМК Муравина. Математика (1-4);Муравин Г. К., Муравина О. В.;Математика. 1 класс. Часть 1;75;0,18;Математика. 1 класс. Часть 1 (Лицензия 1 год)
99.99.99.99.99.99;DRF000000000421852;Дрофа;1;УМК Муравина. Математика (1-4);Муравин Г. К., Муравина О. В.;Математика. 1 класс. Часть 2;75;0,18;Математика. 1 класс. Часть 2 (Лицензия 1 год)
1.1.2.1.9.2;DRF000000000421708;Дрофа;2;УМК Муравина. Математика (1-4);Муравин Г. К., Муравина О. В.;Математика. 2 класс. Часть 1;75;0,18;Математика. 2 класс. Часть 1 (Лицензия 1 год)
99.99.99.99.99.99;DRF000000000421853;Дрофа;2;УМК Муравина. Математика (1-4);Муравин Г. К., Муравина О. В.;Математика. 2 класс. Часть 2;75;0,18;Математика. 2 класс. Часть 2 (Лицензия 1 год)
1.1.2.1.9.3;DRF000000000421709;Дрофа;3;УМК Муравина. Математика (1-4);Муравин Г. К., Муравина О. В.;Математика. 3 класс. Часть 1;75;0,18;Математика. 3 класс. Часть 1 (Лицензия 1 год)
99.99.99.99.99.99;DRF000000000421854;Дрофа;3;УМК Муравина. Математика (1-4);Муравин Г. К., Муравина О. В.;Математика. 3 класс. Часть 2;75;0,18;Математика. 3 класс. Часть 2 (Лицензия 1 год)
1.1.2.1.9.4;DRF000000000421710;Дрофа;4;УМК Муравина. Математика (1-4);Муравин Г. К., Муравина О. В.;Математика. 4 класс. Часть 1;75;0,18;Математика. 4 класс. Часть 1 (Лицензия 1 год)
99.99.99.99.99.99;DRF000000000421855;Дрофа;4;УМК Муравина. Математика (1-4);Муравин Г. К., Муравина О. В.;Математика. 4 класс. Часть 2;75;0,18;Математика. 4 класс. Часть 2 (Лицензия 1 год)
1.1.3.1.6.1;DRF000000000421733;Дрофа;1;УМК Саплиной. Окружающий мир (1-4);Саплина Е. В., Саплин А. И., Сивоглазов В. И.;Окружающий мир. 1 класс;75;0,18;Окружающий мир. 1 класс (Лицензия 1 год)
1.1.3.1.6.2;DRF000000000421734;Дрофа;2;УМК Саплиной. Окружающий мир (1-4);Сивоглазов В. И., Саплина Е. В., Саплин А. И.;Окружающий мир. 2 класс;75;0,18;Окружающий мир. 2 класс (Лицензия 1 год)
1.1.3.1.6.3;DRF000000000421735;Дрофа;3;УМК Саплиной. Окружающий мир (1-4);Саплина Е. В., Сивоглазов В. И., Саплин А. И.;Окружающий мир. 3 класс. Часть 2;75;0,18;Окружающий мир. 3 класс. Часть 2 (Лицензия 1 год)
99.99.99.99.99.99;DRF000000000421825;Дрофа;3;УМК Саплиной. Окружающий мир (1-4);Саплина Е. В., Сивоглазов В. И., Саплин А. И.;Окружающий мир. 3 класс. Часть 1;75;0,18;Окружающий мир. 3 класс. Часть 1 (Лицензия 1 год)
1.1.3.1.6.4;DRF000000000421736;Дрофа;4;УМК Саплиной. Окружающий мир (1-4);Саплина Е. В., Саплин А. И., Сивоглазов В. И.;Окружающий мир. 4 класс. Часть 2;75;0,18;Окружающий мир. 4 класс. Часть 2 (Лицензия 1 год)
99.99.99.99.99.99;DRF000000000421856;Дрофа;4;УМК Саплиной. Окружающий мир (1-4);Саплина Е. В., Саплин А. И., Сивоглазов В. И.;Окружающий мир. 4 класс. Часть 1;75;0,18;Окружающий мир. 4 класс. Часть 1 (Лицензия 1 год)
1.1.4.1.1.1;DRF000000000421748;Дрофа;4;УМК Основы религиозных культур и светской этики (4-5);Амиров Р. Б., Воскресенский О. В., Горбачева Т. М., Китинов Б. У., Шапошникова Т. Д.;Основы мировых религиозных культур. 4 класс;75;0,18;Основы мировых религиозных культур. 4 класс (Лицензия 1 год)
1.1.4.1.1.2;DRF000000000421737;Дрофа;4;УМК Основы религиозных культур и светской этики (4-5);Шемшурин А. А., Брунчукова Н. М., Демин Р. Н., Шапошникова Т. Д.;Основы светской этики. 4 класс;75;0,18;Основы светской этики. 4 класс (Лицензия 1 год)
1.1.4.1.1.3;DRF000000000421738;Дрофа;4;УМК Основы религиозных культур и светской этики (4-5);Костюкова Т. А., Воскресенский О. В., Савченко К. В.;Основы православной культуры. 4 класс ;75;0,18;Основы православной культуры. 4 класс  (Лицензия 1 год)
1.1.4.1.1.4;DRF000000000421739;Дрофа;4;УМК Основы религиозных культур и светской этики (4-5);Амиров Р. Б., Насртдинова Ю. А., Савченко К. В., Шапошникова Т. Д.;Основы исламской культуры. 4 класс;75;0,18;Основы исламской культуры. 4 класс (Лицензия 1 год)
1.1.4.1.1.5;DRF000000000421740;Дрофа;4;УМК Основы религиозных культур и светской этики (4-5);Пропирный Н. Г., Савченко К. В., Бурмина Т. Ю.;Основы иудейской культуры. 4 класс;75;0,18;Основы иудейской культуры. 4 класс (Лицензия 1 год)
1.1.4.1.1.6;DRF000000000421747;Дрофа;4;УМК Основы религиозных культур и светской этики (4-5);Китинов Б. У., Савченко К. В., Якушкина М. С.;Основы буддийской культуры. 4 класс;75;0,18;Основы буддийской культуры. 4 класс (Лицензия 1 год)
1.1.5.1.5.1;DRF000000000421681;Дрофа;1;УМК Кузина. Изобразительное искусство (1-4);Кузин В. С., Кубышкина Э. И.;Изобразительное искусство. 1 класс;75;0,18;Изобразительное искусство. 1 класс (Лицензия 1 год)
1.1.5.1.5.2;DRF000000000421682;Дрофа;2;УМК Кузина. Изобразительное искусство (1-4);Кузин В. С., Кубышкина Э. И.;Изобразительное искусство. 2 класс;75;0,18;Изобразительное искусство. 2 класс (Лицензия 1 год)
1.1.5.1.5.3;DRF000000000421683;Дрофа;3;УМК Кузина. Изобразительное искусство (1-4);Кузин В. С., Кубышкина Э. И.;Изобразительное искусство. 3 класс;75;0,18;Изобразительное искусство. 3 класс (Лицензия 1 год)
1.1.5.1.5.4;DRF000000000421684;Дрофа;4;УМК Кузина. Изобразительное искусство (1-4);Кузин В. С.;Изобразительное искусство. 4 класс;75;0,18;Изобразительное искусство. 4 класс (Лицензия 1 год)
1.1.5.2.1.1;DRF000000000421713;Дрофа;1;УМК Алеева. Музыка (1-4);Алеев В. В., Кичак Т. Н.;Искусство. Музыка. 1 класс. Часть 1;75;0,18;Искусство. Музыка. 1 класс. Часть 1 (Лицензия 1 год)
99.99.99.99.99.99;DRF000000000421880;Дрофа;1;УМК Алеева. Музыка (1-4);Алеев В. В., Кичак Т. Н.;Искусство. Музыка. 1 класс. Часть 2;75;0,18;Искусство. Музыка. 1 класс. Часть 2 (Лицензия 1 год)
1.1.5.2.1.2;DRF000000000421714;Дрофа;2;УМК Алеева. Музыка (1-4);Алеев В. В., Кичак Т. Н.;Искусство. Музыка. 2 класс;75;0,18;Искусство. Музыка. 2 класс (Лицензия 1 год)
1.1.5.2.1.3;DRF000000000421715;Дрофа;3;УМК Алеева. Музыка (1-4);Алеев В. В., Кичак Т. Н.;Искусство. Музыка. 3 класс. Часть 1;75;0,18;Искусство. Музыка. 3 класс. Часть 1 (Лицензия 1 год)
99.99.99.99.99.99;DRF000000000421881;Дрофа;3;УМК Алеева. Музыка (1-4);Алеев В. В., Кичак Т. Н.;Искусство. Музыка. 3 класс. Часть 2;75;0,18;Искусство. Музыка. 3 класс. Часть 2 (Лицензия 1 год)
1.1.5.2.1.4;DRF000000000421716;Дрофа;4;УМК Алеева. Музыка (1-4);Алеев В. В.;Искусство. Музыка. 4 класс. Часть 1;75;0,18;Искусство. Музыка. 4 класс. Часть 1 (Лицензия 1 год)
99.99.99.99.99.99;DRF000000000421882;Дрофа;4;УМК Алеева. Музыка (1-4);Алеев В. В.;Искусство. Музыка. 4 класс. Часть 2;75;0,18;Искусство. Музыка. 4 класс. Часть 2 (Лицензия 1 год)
1.1.6.1.5.1;DRF000000000421741;Дрофа;1;УМК Малышевой. Технология (1-4);Малышева Н. А.;Технология. 1 класс;75;0,18;Технология. 1 класс (Лицензия 1 год)
1.1.6.1.5.2;DRF000000000421742;Дрофа;2;УМК Малышевой. Технология (1-4);Малышева Н. А.;Технология. 2 класс;75;0,18;Технология. 2 класс (Лицензия 1 год)
1.1.6.1.5.3;DRF000000000421743;Дрофа;3;УМК Малышевой. Технология (1-4);Малышева Н. А.;Технология. 3 класс. Часть 1 ;75;0,18;Технология. 3 класс. Часть 1  (Лицензия 1 год)
99.99.99.99.99.99;DRF000000000421857;Дрофа;3;УМК Малышевой. Технология (1-4);Малышева Н. А.;Технология. 3 класс. Часть 2;75;0,18;Технология. 3 класс. Часть 2 (Лицензия 1 год)
1.1.6.1.5.4;DRF000000000421744;Дрофа;4;УМК Малышевой. Технология (1-4);Малышева Н. А.;Технология. 4 класс. Часть 1;75;0,18;Технология. 4 класс. Часть 1 (Лицензия 1 год)
99.99.99.99.99.99;DRF000000000421858;Дрофа;4;УМК Малышевой. Технология (1-4);Малышева Н. А.;Технология. 4 класс. Часть 2;75;0,18;Технология. 4 класс. Часть 2 (Лицензия 1 год)
1.1.7.1.6.1;DRF000000000421591;Дрофа;1-2;УМК Погадаева. Физическая культура (1-4);Погадаев Г. И.;Физическая культура. 1-2 класс;75;0,18;Физическая культура. 1-2 класс (Лицензия 1 год)
1.1.7.1.6.2;DRF000000000421592;Дрофа;3-4;УМК Погадаева. Физическая культура (1-4);Погадаев Г. И.;Физическая культура. 3-4 класс;75;0,18;Физическая культура. 3-4 класс (Лицензия 1 год)
1.2.1.1.1.1;DRF000000000421665;Дрофа;5-6-7-8-9;;Бабайцева В. В.;Русский язык. Углубленное изучение. 5-9 классы;75;0,18;Русский язык. Углубленное изучение. 5-9 классы (Лицензия 1 год)
1.2.1.1.2.1;DRF000000000421730;Дрофа;5-6-7-8-9;УМК Бабайцевой. Русский язык (5-9);Бабайцева В. В., Чеснокова Л. Д.;Русский язык. 5-9 класс;75;0,18;Русский язык. 5-9 класс (Лицензия 1 год)
1.2.1.1.2.2;DRF000000000421514;Дрофа;5;УМК Бабайцевой. Русский язык (5-9);Купалова А. Ю., Еремеева А. П., Лидман-Орлова Г. К.;Русский язык. Практика. 5 класс;75;0,18;Русский язык. Практика. 5 класс (Лицензия 1 год)
99.99.99.99.99.99;DRF000000000421725;Дрофа;5;УМК Бабайцевой. Русский язык (5-9);Никитина Е. И.;Русский язык. Русская речь. 5 класс;75;0,18;Русский язык. Русская речь. 5 класс (Лицензия 1 год)
1.2.1.1.2.3;DRF000000000421515;Дрофа;6;УМК Бабайцевой. Русский язык (5-9);Лидман-Орлова Г. К., Пименова С. Н., Еремеева А. П.;Русский язык. Практика. 6 класс;75;0,18;Русский язык. Практика. 6 класс (Лицензия 1 год)
99.99.99.99.99.99;DRF000000000421726;Дрофа;6;УМК Бабайцевой. Русский язык (5-9);Никитина Е. И.;Русский язык. Русская речь. 6 класс;75;0,18;Русский язык. Русская речь. 6 класс (Лицензия 1 год)
1.2.1.1.2.4;DRF000000000421614;Дрофа;7;УМК Бабайцевой. Русский язык (5-9);Пименова С. Н.;Русский язык. Практика. 7 класс;75;0,18;Русский язык. Практика. 7 класс (Лицензия 1 год)
99.99.99.99.99.99;DRF000000000421727;Дрофа;7;УМК Бабайцевой. Русский язык (5-9);Никитина Е. И.;Русский язык. Русская речь. 7 класс;75;0,18;Русский язык. Русская речь. 7 класс (Лицензия 1 год)
1.2.1.1.2.5;DRF000000000421615;Дрофа;8;УМК Бабайцевой. Русский язык (5-9);Пичугов Ю. С., Еремеева А. П., Купалова А. Ю.;Русский язык. Практика. 8 класс;75;0,18;Русский язык. Практика. 8 класс (Лицензия 1 год)
99.99.99.99.99.99;DRF000000000421728;Дрофа;8;УМК Бабайцевой. Русский язык (5-9);Никитина Е. И.;Русский язык. Русская речь. 8 класс;75;0,18;Русский язык. Русская речь. 8 класс (Лицензия 1 год)
