;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
№ ФП массового учебника;Система;Код 1С;Класс;"Автор в 1С издательства ""Просвещение""";"Наименование в 1С издательства ""Просвещение""";Линия УМК;Примечание;Год издания;Цена с НДС, руб. ;Заказ (количество экз);Система
1.2.1.4.1.4;;25-0629-01;8;Аверин М.М., Джин Ф. ., Рорман Л. . и др.;Немецкий язык. Второй иностранный язык. 8 класс. В 4-х ч. Ч.2 (для слабовидящих обучающихся);Горизонты (5-9);;2016;1210,00;;
1.2.1.4.1.4;;25-0630-01;8;Аверин М.М., Джин Ф. ., Рорман Л. . и др.;Немецкий язык. Второй иностранный язык. 8 класс. В 4-х ч. Ч.3 (для слабовидящих обучающихся);Горизонты (5-9);;2016;1210,00;;
1.2.1.4.1.4;;25-0631-01;8;Аверин М.М., Джин Ф. ., Рорман Л. . и др.;Немецкий язык. Второй иностранный язык. 8 класс. В 4-х ч. Ч.4 (для слабовидящих обучающихся);Горизонты (5-9);;2016;1320,00;;
1.2.2.1.7.1;;15-0955-01;6;Арсентьев Н. М., Данилов А. А., Стефанович П. С. и др. / Под ред. Торкунова А. В.;История России. 6 класс. В 5-и ч. Ч.1 (для слабовидящих обучающихся);Под ред. Торкунова А. В. (6-10);;2016;550,00;;
1.2.2.1.7.1;;15-0956-01;6;Арсентьев Н. М., Данилов А. А., Стефанович П. С. и др. / Под ред. Торкунова А. В.;История России. 6 класс. В 5-и ч. Ч.2 (для слабовидящих обучающихся);Под ред. Торкунова А. В. (6-10);;2016;880,00;;
1.2.2.1.7.1;;15-0957-01;6;Арсентьев Н. М., Данилов А. А., Стефанович П. С. и др. / Под ред. Торкунова А. В.;История России. 6 класс. В 5-и ч. Ч.3 (для слабовидящих обучающихся);Под ред. Торкунова А. В. (6-10);;2016;440,00;;
1.2.2.1.7.1;;15-0958-01;6;Арсентьев Н. М., Данилов А. А., Стефанович П. С. и др. / Под ред. Торкунова А. В.;История России. 6 класс. В 5-и ч. Ч.4 (для слабовидящих обучающихся);Под ред. Торкунова А. В. (6-10);;2016;770,00;;
1.2.2.1.7.1;;15-0959-01;6;Арсентьев Н. М., Данилов А. А., Стефанович П. С. и др. / Под ред. Торкунова А. В.;История России. 6 класс. В 5-и ч. Ч.5 (для слабовидящих обучающихся);Под ред. Торкунова А. В. (6-10);;2016;770,00;;
1.2.2.1.7.2;;15-0960-01;7;Арсентьев Н. М., Данилов А. А., Курукин И. В. и др. / Под ред. Торкунова А. В.;История России. 7 класс. В 4-х ч. Ч.1 (для слабовидящих обучающихся);Под ред. Торкунова А. В. (6-10);;2016;550,00;;
1.2.2.1.7.2;;15-0961-01;7;Арсентьев Н. М., Данилов А. А., Курукин И. В. и др. / Под ред. Торкунова А. В.;История России. 7 класс. В 4-х ч. Ч.2 (для слабовидящих обучающихся);Под ред. Торкунова А. В. (6-10);;2016;990,00;;
1.2.2.1.7.2;;15-0962-01;7;Арсентьев Н. М., Данилов А. А., Курукин И. В. и др. / Под ред. Торкунова А. В.;История России. 7 класс. В 4-х ч. Ч.3 (для слабовидящих обучающихся);Под ред. Торкунова А. В. (6-10);;2016;990,00;;
1.2.2.1.7.2;;15-0963-01;7;Арсентьев Н. М., Данилов А. А., Курукин И. В. и др. / Под ред. Торкунова А. В.;История России. 7 класс. В 4-х ч. Ч.4 (для слабовидящих обучающихся);Под ред. Торкунова А. В. (6-10);;2016;550,00;;
1.2.2.1.7.3;;15-0964-01;8;Арсентьев Н. М., Данилов А. А., Курукин И. В. и др. / Под ред. Торкунова А. В.;История России. 8 класс. В 4-х ч. Ч.1 (для слабовидящих обучающихся);Под ред. Торкунова А. В. (6-10);;2016;990,00;;
1.2.2.1.7.3;;15-0965-01;8;Арсентьев Н. М., Данилов А. А., Курукин И. В. и др. / Под ред. Торкунова А. В.;История России. 8 класс. В 4-х ч. Ч.2 (для слабовидящих обучающихся);Под ред. Торкунова А. В. (6-10);;2016;440,00;;
1.2.2.1.7.3;;15-0966-01;8;Арсентьев Н. М., Данилов А. А., Курукин И. В. и др. / Под ред. Торкунова А. В.;История России. 8 класс. В 4-х ч. Ч.3 (для слабовидящих обучающихся);Под ред. Торкунова А. В. (6-10);;2016;880,00;;
1.2.2.1.7.3;;15-0967-01;8;Арсентьев Н. М., Данилов А. А., Курукин И. В. и др. / Под ред. Торкунова А. В.;История России. 8 класс. В 4-х ч. Ч.4 (для слабовидящих обучающихся);Под ред. Торкунова А. В. (6-10);;2016;715,00;;
1.2.2.1.7.4;;15-0968-01;9;Арсентьев Н. М., Данилов А. А., Левандовский А. А. и др. / Под ред. Торкунова А. В.;История России. 9 класс. В 5-и ч. Ч.1 (для слабовидящих обучающихся);Под ред. Торкунова А. В. (6-10);;2016;825,00;;
1.2.2.1.7.4;;15-0969-01;9;Арсентьев Н. М., Данилов А. А., Левандовский А. А. и др. / Под ред. Торкунова А. В.;История России. 9 класс. В 5-и ч. Ч.2 (для слабовидящих обучающихся);Под ред. Торкунова А. В. (6-10);;2016;550,00;;
1.2.2.1.7.4;;15-0970-01;9;Арсентьев Н. М., Данилов А. А., Левандовский А. А. и др. / Под ред. Торкунова А. В.;История России. 9 класс. В 5-и ч. Ч.3 (для слабовидящих обучающихся);Под ред. Торкунова А. В. (6-10);;2016;550,00;;
1.2.2.1.7.4;;15-0971-01;9;Арсентьев Н. М., Данилов А. А., Левандовский А. А. и др. / Под ред. Торкунова А. В.;История России. 9 класс. В 5-и ч. Ч.4 (для слабовидящих обучающихся);Под ред. Торкунова А. В. (6-10);;2016;715,00;;
1.2.2.1.7.4;;15-0972-01;9;Арсентьев Н. М., Данилов А. А., Левандовский А. А. и др. / Под ред. Торкунова А. В.;История России. 9 класс. В 5-и ч. Ч.5 (для слабовидящих обучающихся);Под ред. Торкунова А. В. (6-10);;2016;990,00;;
1.2.2.2.1.1;;15-0921-01;5;Вигасин А. А., Годер Г. И., Свенцицкая И. С.;Всеобщая история. История Древнего мира. 5 класс. В 3-х ч. Ч.1 (для слабовидящих обучающихся);Вигасин А.А. и др. (5-9);;2016;1210,00;;
1.2.2.2.1.1;;15-0922-01;5;Вигасин А. А., Годер Г. И., Свенцицкая И. С.;Всеобщая история. История Древнего мира. 5 класс. В 3-х ч. Ч.2 (для слабовидящих обучающихся);Вигасин А.А. и др. (5-9);;2016;1210,00;;
1.2.2.2.1.1;;15-0923-01;5;Вигасин А. А., Годер Г. И., Свенцицкая И. С.;Всеобщая история. История Древнего мира. 5 класс. В 3-х ч. Ч.3 (для слабовидящих обучающихся);Вигасин А.А. и др. (5-9);;2016;1320,00;;
1.2.2.2.1.2;;15-0924-01;6;Агибалова Е. В., Донской Г. М.;Всеобщая история. История Средних веков. 6 класс. В 3-х ч. Ч.1 (для слабовидящих обучающихся);Вигасин А.А. и др. (5-9);;2016;1210,00;;
1.2.2.2.1.2;;15-0925-01;6;Агибалова Е. В., Донской Г. М.;Всеобщая история. История Средних веков. 6 класс. В 3-х ч. Ч.2 (для слабовидящих обучающихся);Вигасин А.А. и др. (5-9);;2016;1540,00;;
1.2.2.2.1.2;;15-0927-01;6;Агибалова Е. В., Донской Г. М.;Всеобщая история. История Средних веков. 6 класс. В 3-х ч. Ч.3 (для слабовидящих обучающихся);Вигасин А.А. и др. (5-9);;2016;1210,00;;
1.2.2.2.1.3;;15-0929-01;7;Юдовская А. Я., Баранов П. А., Ванюшкина Л. М.;Всеобщая история. История Нового времени. 1500-1800. 7 класс. В 3-х ч. Ч.1 (для слабовидящих обучающихся);Вигасин А.А. и др. (5-9);;2016;1320,00;;
1.2.2.2.1.3;;15-0931-01;7;Юдовская А. Я., Баранов П. А., Ванюшкина Л. М.;Всеобщая история. История Нового времени. 1500-1800. 7 класс. В 3-х ч. Ч.2 (для слабовидящих обучающихся);Вигасин А.А. и др. (5-9);;2016;1320,00;;
1.2.2.2.1.3;;15-0932-01;7;Юдовская А. Я., Баранов П. А., Ванюшкина Л. М.;Всеобщая история. История Нового времени. 1500-1800. 7 класс. В 3-х ч. Ч.3 (для слабовидящих обучающихся);Вигасин А.А. и др. (5-9);;2016;1320,00;;
1.2.2.2.1.4;;15-0936-01;8;Юдовская А. Я., Баранов П. А., Ванюшкина Л. М.;Всеобщая история. История Нового времени.1800-1900. 8 класс. В 3-х ч. Ч.1 (для слабовидящих обучающихся);Вигасин А.А. и др. (5-9);;2016;1210,00;;
1.2.2.2.1.4;;15-0938-01;8;Юдовская А. Я., Баранов П. А., Ванюшкина Л. М.;Всеобщая история. История Нового времени.1800-1900. 8 класс. В 3-х ч. Ч.2 (для слабовидящих обучающихся);Вигасин А.А. и др. (5-9);;2016;1210,00;;
1.2.2.2.1.4;;15-0939-01;8;Юдовская А. Я., Баранов П. А., Ванюшкина Л. М.;Всеобщая история. История Нового времени.1800-1900. 8 класс. В 3-х ч. Ч.3 (для слабовидящих обучающихся);Вигасин А.А. и др. (5-9);;2016;1210,00;;
1.2.2.2.1.5;;15-0940-01;9;Сороко-Цюпа О. С., Сороко-Цюпа А. О.;Всеобщая история. Новейшая история. 9 класс. В 3-х ч. Ч.1 (для слабовидящих обучающихся);Вигасин А.А. и др. (5-9);;2016;1650,00;;
1.2.2.2.1.5;;15-0941-01;9;Сороко-Цюпа О. С., Сороко-Цюпа А. О.;Всеобщая история. Новейшая история. 9 класс. В 3-х ч. Ч.2 (для слабовидящих обучающихся);Вигасин А.А. и др. (5-9);;2016;1320,00;;
1.2.2.2.1.5;;15-0942-01;9;Сороко-Цюпа О. С., Сороко-Цюпа А. О.;Всеобщая история. Новейшая история. 9 класс. В 3-х ч. Ч.3 (для слабовидящих обучающихся);Вигасин А.А. и др. (5-9);;2016;1320,00;;
1.2.2.2.5.1;;15-0917-01;5;Уколова В. И.;История. Древний мир. 5 класс. В 2-х ч. Ч.1 (для слабовидящих обучающихся);Сферы-Всеобщая история (5-9);;2016;1155,00;;
1.2.2.2.5.1;;15-0918-01;5;Уколова В. И.;История. Древний мир. 5 класс. В 2-х ч. Ч.2 (для слабовидящих обучающихся);Сферы-Всеобщая история (5-9);;2016;1155,00;;
1.2.2.2.5.2;;15-0919-01;6;Ведюшкин В. А., Уколова В. И.;История. Средние века. 6 класс. В 2-х частях. Ч.1 (для слабовидящих обучающихся);Сферы-Всеобщая история (5-9);;2016;990,00;;
1.2.2.2.5.2;;15-0920-01;6;Ведюшкин В. А., Уколова В. И.;История. Средние века. 6 класс. В 2-х частях. Ч.2. (для слабовидящих обучающихся);Сферы-Всеобщая история (5-9);;2016;990,00;;
1.2.2.2.5.3;;15-0926-01;7;Ведюшкин В. А., Бовыкин Д. Ю.;История. Новое время. Конец XV - конец XVIII века. 7 класс. В 2-х ч. Ч.1 (для слабовидящих обучающихся);Сферы-Всеобщая история (5-9);;2016;1155,00;;
1.2.2.2.5.3;;15-0928-01;7;Ведюшкин В. А., Бовыкин Д. Ю.;История. Новое время. Конец XV - конец XVIII века. 7 класс. В 2-х ч. Ч.2 (для слабовидящих обучающихся);Сферы-Всеобщая история (5-9);;2016;1155,00;;
1.2.2.2.5.4;;15-0930-01;8;Медяков А. С., Бовыкин Д. Ю.;История. Новое время. Конец XVIII - XIX век 8 класс. В 2-х ч. Ч.1 (для слабовидящих обучающихся);Сферы-Всеобщая история (5-9);;2016;1210,00;;
1.2.2.2.5.4;;15-0933-01;8;Медяков А. С., Бовыкин Д. Ю.;История. Новое время. Конец XVIII - XIX век. 8 класс. В 2-х ч. Ч.2 (для слабовидящих обучающихся);Сферы-Всеобщая история (5-9);;2016;1210,00;;
1.2.2.2.5.5;;15-0934-01;9;Белоусов Л. С., Смирнов В. П.;История. Новейшее время. XX - начало XXI века. 9 класс. В 2-х ч. Ч.1 (для слабовидящих обучающихся);Сферы-Всеобщая история (5-9);;2016;1265,00;;
1.2.2.2.5.5;;15-0935-01;9;Белоусов Л. С., Смирнов В. П.;История. Новейшее время. XX - начало XXI века. 9 класс. В 2-х ч. Ч.2 (для слабовидящих обучающихся);Сферы-Всеобщая история (5-9);;2016;1375,00;;
1.2.2.3.1.1;;16-0373-01;5;Боголюбов Л. Н., Виноградова Н. Ф., Городецкая Н. И. и др. / Под ред. Боголюбова Л. Н., Ивановой Л.;Обществознание. 5 класс. В 2-х ч. Ч.1 (для слабовидящих обучающихся);Боголюбов Л.Н. (5-9);;2016;880,00;;
1.2.2.3.1.1;;16-0374-01;5;Боголюбов Л. Н., Виноградова Н. Ф., Городецкая Н. И. и др. / Под ред. Боголюбова Л. Н., Ивановой Л.;Обществознание. 5 класс. В 2-х ч. Ч.2 (для слабовидящих обучающихся);Боголюбов Л.Н. (5-9);;2016;1320,00;;
1.2.2.3.1.2;;16-0375-01;6;Виноградова Н. Ф., Городецкая Н. И., Иванова Л. Ф. и др. / Под ред. Боголюбова Л. Н., Ивановой Л. Ф.;Обществознание. 6 класс. В 2-х ч. Ч.1 (для слабовидящих обучающихся);Боголюбов Л.Н. (5-9);;2016;715,00;;
1.2.2.3.1.2;;16-0376-01;6;Виноградова Н. Ф., Городецкая Н. И., Иванова Л. Ф. и др. / Под ред. Боголюбова Л. Н., Ивановой Л. Ф.;Обществознание. 6 класс. В 2-х ч. Ч.2 (для слабовидящих обучающихся);Боголюбов Л.Н. (5-9);;2016;935,00;;
1.2.2.3.1.3;;16-0365-01;7;Боголюбов Л. Н., Городецкая Н. И., Иванова Л. Ф./ Под ред. Боголюбова Л. Н., Ивановой Л. Ф.;Обществознание. 7 класс. В 2-х ч. Ч.1 (для слабовидящих обучающихся);Боголюбов Л.Н. (5-9);;2016;1320,00;;
1.2.2.3.1.3;;16-0366-01;7;Боголюбов Л. Н., Городецкая Н. И., Иванова Л. Ф./ Под ред. Боголюбова Л. Н., Ивановой Л. Ф.;Обществознание. 7 класс. В 2-х ч. Ч.2 (для слабовидящих обучающихся);Боголюбов Л.Н. (5-9);;2016;1430,00;;
1.2.2.3.1.4;;16-0377-01;8;Боголюбов Л. Н., Городецкая Н. И., Иванова Л. Ф. и др. / Под ред. Боголюбова Л. Н., Лазебниковой А.;Обществознание. 8 класс. В 2-х ч. Ч.1 (для слабовидящих обучающихся);Боголюбов Л.Н. (5-9);;2016;935,00;;
1.2.2.3.1.4;;16-0378-01;8;Боголюбов Л. Н., Городецкая Н. И., Иванова Л. Ф. и др. / Под ред. Боголюбова Л. Н., Лазебниковой А.;Обществознание. 8 класс. В 2-х ч. Ч.2 (для слабовидящих обучающихся);Боголюбов Л.Н. (5-9);;2016;1320,00;;
1.2.2.3.1.5;;16-0379-01;9;Боголюбов Л. Н., Матвеев А. И., Жильцова Е. И. и др. / Под ред. Боголюбова Л. Н., Лазебниковой А. Ю.;Обществознание. 9 класс. В 2-х ч. Ч.1 (для слабовидящих обучающихся);Боголюбов Л.Н. (5-9);;2016;550,00;;
1.2.2.3.1.5;;16-0380-01;9;Боголюбов Л. Н., Матвеев А. И., Жильцова Е. И. и др. / Под ред. Боголюбова Л. Н., Лазебниковой А. Ю.;Обществознание. 9 класс. В 2-х ч. Ч.2 (для слабовидящих обучающихся);Боголюбов Л.Н. (5-9);;2016;880,00;;
1.2.2.4.1.1;;19-0532-01; 5 - 6;Алексеев А. И., Николина В. В., Липкина Е. К. и др.;География. 5-6 классы. В 3-х ч. Ч.1 (для слабовидящих обучающихся);Полярная звезда (5-9);;2016;990,00;;
1.2.2.4.1.1;;19-0533-01; 5 - 6;Алексеев А. И., Николина В. В., Липкина Е. К. и др.;География. 5-6 классы. В 3-х ч. Ч.2 (для слабовидящих обучающихся);Полярная звезда (5-9);;2016;990,00;;
1.2.2.4.1.1;;19-0534-01; 5 - 6;Алексеев А. И., Николина В. В., Липкина Е. К. и др.;География. 5-6 классы. В 3-х ч. Ч.3 (для слабовидящих обучающихся);Полярная звезда (5-9);;2016;715,00;;
1.2.2.4.1.2;;19-0535-01;7;Алексеев А. И., Николина В. В., Липкина Е. К. и др.;География. 7 класс. В 3-х ч. Ч.1 (для слабовидящих обучающихся);Полярная звезда (5-9);;2016;1265,00;;
1.2.2.4.1.2;;19-0536-01;7;Алексеев А. И., Николина В. В., Липкина Е. К. и др.;География. 7 класс. В 3-х ч. Ч.2 (для слабовидящих обучающихся);Полярная звезда (5-9);;2016;1265,00;;
1.2.2.4.1.2;;19-0537-01;7;Алексеев А. И., Николина В. В., Липкина Е. К. и др.;География. 7 класс. В 3-х ч. Ч.3 (для слабовидящих обучающихся);Полярная звезда (5-9);;2016;1265,00;;
1.2.2.4.1.3;;19-0539-01;8;Алексеев А. И., Николина В. В., Липкина Е. К. и др.;География. 8 класс. В 3-х ч. Ч.1 (для слабовидящих обучающихся);Полярная звезда (5-9);;2016;1265,00;;
1.2.2.4.1.3;;19-0540-01;8;Алексеев А. И., Николина В. В., Липкина Е. К. и др.;География. 8 класс. В 3-х ч. Ч.2 (для слабовидящих обучающихся);Полярная звезда (5-9);;2016;1265,00;;
1.2.2.4.1.3;;19-0541-01;8;Алексеев А. И., Николина В. В., Липкина Е. К. и др.;География. 8 класс. В 3-х ч. Ч.3 (для слабовидящих обучающихся);Полярная звезда (5-9);;2016;1265,00;;
1.2.2.4.1.4;;19-0542-01;9;Алексеев А. И., Николина В. В., Липкина Е. К. и др.;География. 9 класс. В 3-х ч. Ч.1 (для слабовидящих обучающихся);Полярная звезда (5-9);;2016;1265,00;;
1.2.2.4.1.4;;19-0543-01;9;Алексеев А. И., Николина В. В., Липкина Е. К. и др.;География. 9 класс. В 3-х ч. Ч.2 (для слабовидящих обучающихся);Полярная звезда (5-9);;2016;1265,00;;
1.2.2.4.1.4;;19-0544-01;9;Алексеев А. И., Николина В. В., Липкина Е. К. и др.;География. 9 класс. В 3-х ч. Ч.3 (для слабовидящих обучающихся);Полярная звезда (5-9);;2016;1210,00;;
1.2.2.4.7.1;;19-0520-01; 5 - 6;Лобжанидзе А. А.;География. Планета Земля. 5-6 классы. В 3-х ч. Ч.1 (для слабовидящих обучающихся);Сферы-География (5-9);;2016;1320,00;;
1.2.2.4.7.1;;19-0523-01; 5 - 6;Лобжанидзе А. А.;География. Планета Земля. 5-6 классы. В 3-х ч. Ч.2 (для слабовидящих обучающихся);Сферы-География (5-9);;2016;1320,00;;
1.2.2.4.7.1;;19-0522-01; 5 - 6;Лобжанидзе А. А.;География. Планета Земля. 5-6 классы. В 3-х ч. Ч.3 (для слабовидящих обучающихся);Сферы-География (5-9);;2016;1430,00;;
1.2.2.4.7.2;;19-0524-01;7;Кузнецов А. П., Савельева Л. Е., Дронов В. П.;География. Планета Земля. 7  класс. В 3-х ч. Ч.1 (для слабовидящих обучающихся);Сферы-География (5-9);;2016;1540,00;;
1.2.2.4.7.2;;19-0525-01;7;Кузнецов А. П., Савельева Л. Е., Дронов В. П.;География. Планета Земля. 7  класс. В 3-х ч. Ч.2 (для слабовидящих обучающихся);Сферы-География (5-9);;2016;1540,00;;
1.2.2.4.7.2;;19-0526-01;7;Кузнецов А. П., Савельева Л. Е., Дронов В. П.;География. Планета Земля. 7  класс. В 3-х ч. Ч.3 (для слабовидящих обучающихся);Сферы-География (5-9);;2016;1430,00;;
1.2.2.4.7.3;;19-0527-01;8;Дронов В. П., Савельева Л. Е.;География. Россия: природа, население, хозяйство. 8 класс. В 2-х ч. Ч.1 (для слабовидящих обучающихся);Сферы-География (5-9);;2016;1650,00;;
1.2.2.4.7.3;;19-0528-01;8;Дронов В. П., Савельева Л. Е.;География. Россия: природа, население, хозяйство. 8 класс. В 2-х ч. Ч.2 (для слабовидящих обучающихся);Сферы-География (5-9);;2016;1650,00;;
1.2.2.4.7.4;;19-0529-01;9;Дронов В. П., Савельева Л. Е.;География. Россия: природа, население, хозяйство. 9 класс. В 3-х ч. Ч.1 (для слабовидящих обучающихся);Сферы-География (5-9);;2016;1540,00;;
1.2.2.4.7.4;;19-0530-01;9;Дронов В. П., Савельева Л. Е.;География. Россия: природа, население, хозяйство. 9 класс. В 3-х ч. Ч.2 (для слабовидящих обучающихся);Сферы-География (5-9);;2016;1540,00;;
1.2.2.4.7.4;;19-0531-01;9;Дронов В. П., Савельева Л. Е.;География. Россия: природа, население, хозяйство. 9 класс. В 3-х ч. Ч.3 (для слабовидящих обучающихся);Сферы-География (5-9);;2016;1540,00;;
1.2.3.1.2.1;;13-0958-01;5;Никольский С. М., Потапов М. К., Решетников Н. Н. и др.;Математика. 5 класс. В 4-х ч.. Ч.1 (для слабовидящих обучающихся);Сферы-Математика (5-6);;2016;1540,00;;
1.2.3.1.2.1;;13-0975-01;5;Никольский С. М., Потапов М. К., Решетников Н. Н. и др.;Математика. 5 класс. В 4-х ч.. Ч.2 (для слабовидящих обучающихся);Сферы-Математика (5-6);;2016;1540,00;;
1.2.3.1.2.1;;13-0976-01;5;Никольский С. М., Потапов М. К., Решетников Н. Н. и др.;Математика. 5 класс. В 4-х ч.. Ч.3 (для слабовидящих обучающихся);Сферы-Математика (5-6);;2016;1540,00;;
1.2.3.1.2.1;;13-0977-01;5;Никольский С. М., Потапов М. К., Решетников Н. Н. и др.;Математика. 5 класс. В 4-х ч.. Ч.4 (для слабовидящих обучающихся);Сферы-Математика (5-6);;2016;1540,00;;
1.2.3.1.2.2;;13-0978-01;6;Никольский С. М., Потапов М. К., Решетников Н. Н. и др.;Математика. 6 класс. В 4-х ч.. Ч.1 (для слабовидящих обучающихся);Сферы-Математика (5-6);;2016;1540,00;;
1.2.3.1.2.2;;13-0979-01;6;Никольский С. М., Потапов М. К., Решетников Н. Н. и др.;Математика. 6 класс. В 4-х ч.. Ч.2 (для слабовидящих обучающихся);Сферы-Математика (5-6);;2016;1540,00;;
1.2.3.1.2.2;;13-0980-01;6;Никольский С. М., Потапов М. К., Решетников Н. Н. и др.;Математика. 6 класс. В 4-х ч.. Ч.3 (для слабовидящих обучающихся);Сферы-Математика (5-6);;2016;1540,00;;
1.2.3.1.2.2;;13-0981-01;6;Никольский С. М., Потапов М. К., Решетников Н. Н. и др.;Математика. 6 класс. В 4-х ч.. Ч.4 (для слабовидящих обучающихся);Сферы-Математика (5-6);;2016;1540,00;;
1.2.3.1.5.1;;13-0954-01;5;Бунимович Е. А., Дорофеев Г. В., Суворова С. Б. и др.;Математика. Арифметика. Геометрия. 5 класс. В 4-х ч. Ч.1 (для слабовидящих обучающихся);Дорофеев Г.В. (5-6);;2016;1540,00;;
1.2.3.1.5.1;;13-0955-01;5;Бунимович Е. А., Дорофеев Г. В., Суворова С. Б. и др.;Математика. Арифметика. Геометрия. 5 класс. В 4-х ч. Ч.2 (для слабовидящих обучающихся);Дорофеев Г.В. (5-6);;2016;1540,00;;
1.2.3.1.5.1;;13-0956-01;5;Бунимович Е. А., Дорофеев Г. В., Суворова С. Б. и др.;Математика. Арифметика. Геометрия. 5 класс. В 4-х ч. Ч.3 (для слабовидящих обучающихся);Дорофеев Г.В. (5-6);;2016;1540,00;;
1.2.3.1.5.1;;13-0957-01;5;Бунимович Е. А., Дорофеев Г. В., Суворова С. Б. и др.;Математика. Арифметика. Геометрия. 5 класс. В 4-х ч. Ч.4 (для слабовидящих обучающихся);Дорофеев Г.В. (5-6);;2016;1430,00;;
1.2.3.1.5.2;;13-0959-01;6;Бунимович Е. А., Кузнецова Л. В., Минаева С. С. и др.;Математика. 6 класс. В 4-х ч. Ч.1 (для слабовидящих обучающихся);Дорофеев Г.В. (5-6);;2016;1430,00;;
1.2.3.1.5.2;;13-0960-01;6;Бунимович Е. А., Кузнецова Л. В., Минаева С. С. и др.;Математика. 6 класс. В 4-х ч. Ч.2 (для слабовидящих обучающихся);Дорофеев Г.В. (5-6);;2016;1430,00;;
1.2.3.1.5.2;;13-0961-01;6;Бунимович Е. А., Кузнецова Л. В., Минаева С. С. и др.;Математика. 6 класс. В 4-х ч. Ч.3 (для слабовидящих обучающихся);Дорофеев Г.В. (5-6);;2016;1430,00;;
1.2.3.1.5.2;;13-0962-01;6;Бунимович Е. А., Кузнецова Л. В., Минаева С. С. и др.;Математика. 6 класс. В 4-х ч. Ч.4 (для слабовидящих обучающихся);Дорофеев Г.В. (5-6);;2016;1430,00;;
1.2.3.2.3.1;;13-0963-01;7;Дорофеев Г. В., Суворова С. Б., Бунимович Е. А. и др.;Алгебра. 7 класс. В 4-х ч. Ч.1 (для слабовидящих обучающихся);Дорофеев Г.В. (7-9);;2016;1430,00;;
1.2.3.2.3.1;;13-0964-01;7;Дорофеев Г. В., Суворова С. Б., Бунимович Е. А. и др.;Алгебра. 7 класс. В 4-х ч. Ч.2 (для слабовидящих обучающихся);Дорофеев Г.В. (7-9);;2016;1430,00;;
1.2.3.2.3.1;;13-0965-01;7;Дорофеев Г. В., Суворова С. Б., Бунимович Е. А. и др.;Алгебра. 7 класс. В 4-х ч. Ч.3 (для слабовидящих обучающихся);Дорофеев Г.В. (7-9);;2016;1430,00;;
1.2.3.2.3.1;;13-0966-01;7;Дорофеев Г. В., Суворова С. Б., Бунимович Е. А. и др.;Алгебра. 7 класс. В 4-х ч. Ч.4 (для слабовидящих обучающихся);Дорофеев Г.В. (7-9);;2016;1430,00;;
1.2.3.2.4.3;;13-1012-01;9;Колягин Ю. М., Ткачева М. В., Федорова Н. Е. и др.;Алгебра. 9 класс. В 4-х ч. Ч.1  (для слабовидящих обучающихся);Колягин Ю.М. (7-9);;2016;1540,00;;
1.2.3.2.4.3;;13-1013-01;9;Колягин Ю. М., Ткачева М. В., Федорова Н. Е. и др.;Алгебра. 9 класс. В 4-х ч. Ч.2  (для слабовидящих обучающихся);Колягин Ю.М. (7-9);;2016;1540,00;;
1.2.3.2.4.3;;13-1015-01;9;Колягин Ю. М., Ткачева М. В., Федорова Н. Е. и др.;Алгебра. 9 класс. В 4-х ч. Ч.3  (для слабовидящих обучающихся);Колягин Ю.М. (7-9);;2016;1540,00;;
1.2.3.2.4.3;;13-1014-01;9;Колягин Ю. М., Ткачева М. В., Федорова Н. Е. и др.;Алгебра. 9 класс. В 4-х ч. Ч.4  (для слабовидящих обучающихся);Колягин Ю.М. (7-9);;2016;1540,00;;
1.2.3.2.5.1;;13-0996-01;7;Макарычев Ю. Н., Миндюк Н. Г., Нешков К. И. и др.;Алгебра. 7 класс. В 3-х ч. Ч.1 (для слабовидящих обучающихся);Макарычев Ю.Н. (7-9);;2016;1430,00;;
1.2.3.2.5.1;;13-0997-01;7;Макарычев Ю. Н., Миндюк Н. Г., Нешков К. И. и др.;Алгебра. 7 класс. В 3-х ч. Ч.2 (для слабовидящих обучающихся);Макарычев Ю.Н. (7-9);;2016;1430,00;;
1.2.3.2.5.1;;13-0998-01;7;Макарычев Ю. Н., Миндюк Н. Г., Нешков К. И. и др.;Алгебра. 7 класс. В 3-х ч. Ч.3 (для слабовидящих обучающихся);Макарычев Ю.Н. (7-9);;2016;1430,00;;
1.2.3.2.5.2;;13-0999-01;8;Макарычев Ю. Н., Миндюк Н. Г., Нешков К. И. и др.;Алгебра. 8 класс. В 4-х ч. Ч.1  (для слабовидящих обучающихся);Макарычев Ю.Н. (7-9);;2016;1100,00;;
1.2.3.2.5.2;;13-1000-01;8;Макарычев Ю. Н., Миндюк Н. Г., Нешков К. И. и др.;Алгебра. 8 класс. В 4-х ч. Ч.2  (для слабовидящих обучающихся);Макарычев Ю.Н. (7-9);;2016;1100,00;;
1.2.3.2.5.2;;13-1001-01;8;Макарычев Ю. Н., Миндюк Н. Г., Нешков К. И. и др.;Алгебра. 8 класс. В 4-х ч. Ч.3  (для слабовидящих обучающихся);Макарычев Ю.Н. (7-9);;2016;1100,00;;
1.2.3.2.5.2;;13-1002-01;8;Макарычев Ю. Н., Миндюк Н. Г., Нешков К. И. и др.;Алгебра. 8 класс. В 4-х ч. Ч.4  (для слабовидящих обучающихся);Макарычев Ю.Н. (7-9);;2016;1100,00;;
